emotion;path;in_set;fold
2;1398.png;Training;3
2;1401.png;Training;2
1;1404.png;Training;1
2;1405.png;Training;1
1;1406.png;Training;3
0;1407.png;Training;3
2;1408.png;Training;3
1;1409.png;Training;2
2;1410.png;Training;3
0;1411.png;Training;2
2;1412.png;Training;4
2;1413.png;Training;4
0;1414.png;Training;2
0;1415.png;Training;0
0;1416.png;Training;3
0;1417.png;Training;3
1;1418.png;Training;0
1;1419.png;Training;3
2;1420.png;Training;2
1;1421.png;Training;2
2;1422.png;Training;3
0;1423.png;Training;3
0;1424.png;Training;3
1;1425.png;Training;1
1;1426.png;Training;3
0;1427.png;Training;3
1;1428.png;Training;3
2;1429.png;Training;2
2;1431.png;Training;3
1;1432.png;Training;0
0;1433.png;Training;1
0;1434.png;Training;3
1;1435.png;Training;3
2;1436.png;Training;2
2;1437.png;Training;1
2;1438.png;Training;2
0;1439.png;Training;4
1;1440.png;Training;2
2;1441.png;Training;3
1;1442.png;Training;1
2;1443.png;Training;4
2;1444.png;Training;2
0;1445.png;Training;0
2;1446.png;Training;1
1;1447.png;Training;2
2;1448.png;Training;0
2;1450.png;Training;0
2;1452.png;Training;3
2;1453.png;Training;4
1;1454.png;Training;0
2;1455.png;Training;3
2;1456.png;Training;3
2;1458.png;Training;4
1;1459.png;Training;3
2;1460.png;Training;2
2;1461.png;Training;2
2;1462.png;Training;4
2;1463.png;Training;0
2;1465.png;Training;3
2;1466.png;Training;0
2;1468.png;Training;4
2;1469.png;Training;4
0;1470.png;Training;4
2;1471.png;Training;2
0;1472.png;Training;3
2;1473.png;Training;2
2;1474.png;Training;0
1;1475.png;Training;4
1;1476.png;Training;3
2;1477.png;Training;0
1;1478.png;Training;1
2;1479.png;Training;4
2;1480.png;Training;4
2;1481.png;Training;1
2;1482.png;Training;2
2;1483.png;Training;0
1;1484.png;Training;3
2;1485.png;Training;4
2;1486.png;Training;2
1;1487.png;Training;0
1;1488.png;Training;0
2;1490.png;Training;3
1;1491.png;Training;3
2;1492.png;Training;2
0;1493.png;Training;1
2;1494.png;Training;1
2;1496.png;Training;4
1;1497.png;Training;0
2;1498.png;Training;0
1;1499.png;Training;3
0;1500.png;Training;3
0;1501.png;Training;0
1;1502.png;Training;1
0;1503.png;Training;4
1;1504.png;Training;2
2;1505.png;Training;4
2;1506.png;Training;4
1;1507.png;Training;1
2;1508.png;Training;4
2;1509.png;Training;0
2;1510.png;Training;4
2;1511.png;Training;1
1;1512.png;Training;2
2;1513.png;Training;0
1;1516.png;Training;4
1;1517.png;Training;2
0;1519.png;Training;0
2;1520.png;Training;0
2;1521.png;Training;4
2;1522.png;Training;0
1;1523.png;Training;0
1;1524.png;Training;1
1;1525.png;Training;3
2;1526.png;Training;3
1;1527.png;Training;1
2;1529.png;Training;0
2;1530.png;Training;2
2;1531.png;Training;2
2;1532.png;Training;1
2;1533.png;Training;3
2;1534.png;Training;3
2;1536.png;Training;3
1;1537.png;Training;3
1;1538.png;Training;2
1;1539.png;Training;3
1;1540.png;Training;1
1;1541.png;Training;2
2;1542.png;Training;4
1;1543.png;Training;2
2;1544.png;Training;0
1;1545.png;Training;2
0;1546.png;Training;1
1;1547.png;Training;0
1;1548.png;Training;2
2;1549.png;Training;2
1;1550.png;Training;2
2;1551.png;Training;3
0;1553.png;Training;4
2;1554.png;Training;0
2;1555.png;Training;2
2;1556.png;Training;4
2;1557.png;Training;3
2;1558.png;Training;3
2;1559.png;Training;3
2;1560.png;Training;4
2;1561.png;Training;0
2;1562.png;Training;2
2;1563.png;Training;2
2;1564.png;Training;4
0;1565.png;Training;2
2;1566.png;Training;0
2;1567.png;Training;2
1;1568.png;Training;4
0;1569.png;Training;3
1;1570.png;Training;3
0;1571.png;Training;3
0;1572.png;Training;4
2;1573.png;Training;1
2;1575.png;Training;0
2;1576.png;Training;4
2;1577.png;Training;2
0;1578.png;Training;1
1;1579.png;Training;2
2;1580.png;Training;0
1;1581.png;Training;4
2;1582.png;Training;3
2;1584.png;Training;2
1;1585.png;Training;3
2;1586.png;Training;0
2;1587.png;Training;2
2;1588.png;Training;3
2;1589.png;Training;3
0;1590.png;Training;0
1;1591.png;Training;0
2;1592.png;Training;2
2;1593.png;Training;4
2;1594.png;Training;3
2;1595.png;Training;3
0;1596.png;Training;2
2;1597.png;Training;4
2;1598.png;Training;4
2;1599.png;Training;1
1;1600.png;Training;3
2;1601.png;Training;1
2;1602.png;Training;1
1;1603.png;Training;3
2;1604.png;Training;1
2;1605.png;Training;2
2;1606.png;Training;3
0;1607.png;Training;3
2;1608.png;Training;2
2;1609.png;Training;2
2;1610.png;Training;1
0;1611.png;Training;1
2;1612.png;Training;4
1;1613.png;Training;2
2;1614.png;Training;3
1;1616.png;Training;1
0;1618.png;Training;0
2;1619.png;Training;4
2;1620.png;Training;1
2;1621.png;Training;0
1;1622.png;Training;0
1;1623.png;Training;2
2;1624.png;Training;0
1;1625.png;Training;4
2;1626.png;Training;1
1;1627.png;Training;3
1;1628.png;Training;0
0;1629.png;Training;0
1;1630.png;Training;1
2;1631.png;Training;1
2;1632.png;Training;1
2;1633.png;Training;1
2;1634.png;Training;4
2;1635.png;Training;3
0;1636.png;Training;0
0;1637.png;Training;1
0;1638.png;Training;4
2;1639.png;Training;1
1;1640.png;Training;3
2;1641.png;Training;4
1;1642.png;Training;2
1;1643.png;Training;0
1;1644.png;Training;1
2;1645.png;Training;0
2;1646.png;Training;0
2;1647.png;Training;1
2;1648.png;Training;3
0;1649.png;Training;3
2;1651.png;Training;3
0;1652.png;Training;3
2;1654.png;Training;4
1;1655.png;Training;0
0;1656.png;Training;3
2;1657.png;Training;2
0;1658.png;Training;3
0;1659.png;Training;0
2;1660.png;Training;4
2;1661.png;Training;4
1;1662.png;Training;2
0;1663.png;Training;4
1;1664.png;Training;3
2;1667.png;Training;4
2;1668.png;Training;0
0;1669.png;Training;2
1;1670.png;Training;1
0;1671.png;Training;3
2;1672.png;Training;2
1;1673.png;Training;0
2;1674.png;Training;4
0;1675.png;Training;4
1;1676.png;Training;3
1;1677.png;Training;1
2;1678.png;Training;3
1;1679.png;Training;2
1;1680.png;Training;0
1;1682.png;Training;2
0;1683.png;Training;4
1;1684.png;Training;0
0;1685.png;Training;0
2;1686.png;Training;4
1;1687.png;Training;1
0;1688.png;Training;4
1;1689.png;Training;3
1;1690.png;Training;0
0;1691.png;Training;3
0;1692.png;Training;3
2;1693.png;Training;2
2;1694.png;Training;1
0;1695.png;Training;0
1;1696.png;Training;2
1;1697.png;Training;0
1;1698.png;Training;1
1;1699.png;Training;1
0;1700.png;Training;2
0;1702.png;Training;0
2;1703.png;Training;2
1;1704.png;Training;1
2;1705.png;Training;2
2;1706.png;Training;2
1;1707.png;Training;3
1;1708.png;Training;1
0;1709.png;Training;2
2;1711.png;Training;4
2;1712.png;Training;1
2;1713.png;Training;3
0;1714.png;Training;2
2;1715.png;Training;0
0;1716.png;Training;0
2;1717.png;Training;0
2;1718.png;Training;0
2;1720.png;Training;2
2;1721.png;Training;4
2;1722.png;Training;0
0;1723.png;Training;2
2;1724.png;Training;3
2;1726.png;Training;3
2;1727.png;Training;2
2;1728.png;Training;0
2;1729.png;Training;1
2;1730.png;Training;4
2;1731.png;Training;3
1;1732.png;Training;3
0;1733.png;Training;2
2;1734.png;Training;2
2;1736.png;Training;1
0;1737.png;Training;2
0;1738.png;Training;1
1;1739.png;Training;1
1;1740.png;Training;1
2;1741.png;Training;3
2;1742.png;Training;2
2;1743.png;Training;0
0;1744.png;Training;1
0;1745.png;Training;3
1;1746.png;Training;2
2;1747.png;Training;4
1;1749.png;Training;0
2;1751.png;Training;3
2;1752.png;Training;3
0;1753.png;Training;0
0;1754.png;Training;3
1;1755.png;Training;0
2;1756.png;Training;3
2;1758.png;Training;4
0;1759.png;Training;4
1;1760.png;Training;2
2;1761.png;Training;2
1;1762.png;Training;4
1;1763.png;Training;3
1;1765.png;Training;3
2;1766.png;Training;1
1;1768.png;Training;2
2;1769.png;Training;3
1;1770.png;Training;4
2;1771.png;Training;0
2;1772.png;Training;0
1;1773.png;Training;1
0;1774.png;Training;0
1;1775.png;Training;0
2;1776.png;Training;2
2;1777.png;Training;1
2;1778.png;Training;2
0;1779.png;Training;4
2;1780.png;Training;4
1;1781.png;Training;4
1;1782.png;Training;0
0;1783.png;Training;4
0;1784.png;Training;2
0;1785.png;Training;0
1;1786.png;Training;0
1;1787.png;Training;1
2;1788.png;Training;4
1;1789.png;Training;2
2;1790.png;Training;0
2;1791.png;Training;0
1;1793.png;Training;0
2;1794.png;Training;0
2;1795.png;Training;4
2;1796.png;Training;2
2;1798.png;Training;2
2;1799.png;Training;0
1;1801.png;Training;2
2;1802.png;Training;1
2;1803.png;Training;2
1;1804.png;Training;3
1;1805.png;Training;2
2;1806.png;Training;0
1;1808.png;Training;1
1;1809.png;Training;0
2;1810.png;Training;1
2;1811.png;Training;3
2;1812.png;Training;3
1;1813.png;Training;2
2;1814.png;Training;4
1;1815.png;Training;0
1;1816.png;Training;1
0;1817.png;Training;1
1;1818.png;Training;0
0;1819.png;Training;1
2;1820.png;Training;1
1;1821.png;Training;4
2;1825.png;Training;2
1;1826.png;Training;4
2;1827.png;Training;1
1;1828.png;Training;4
2;1829.png;Training;1
0;1830.png;Training;1
0;1831.png;Training;2
1;1832.png;Training;4
1;1833.png;Training;1
2;1834.png;Training;4
0;1835.png;Training;2
2;1837.png;Training;0
2;1838.png;Training;4
2;1839.png;Training;0
0;1840.png;Training;4
2;1841.png;Training;0
1;1842.png;Training;0
2;1843.png;Training;2
2;1844.png;Training;1
1;1845.png;Training;1
2;1846.png;Training;1
2;1847.png;Training;2
1;1848.png;Training;1
2;1849.png;Training;1
1;1850.png;Training;0
2;1851.png;Training;0
2;1852.png;Training;3
1;1853.png;Training;1
2;1854.png;Training;1
2;1856.png;Training;2
2;1857.png;Training;4
0;1858.png;Training;0
1;1860.png;Training;2
1;1861.png;Training;1
0;1862.png;Training;1
2;1863.png;Training;2
2;1865.png;Training;1
1;1866.png;Training;2
0;1867.png;Training;1
2;1868.png;Training;2
1;1869.png;Training;1
1;1870.png;Training;3
0;1871.png;Training;1
2;1873.png;Training;3
0;1874.png;Training;4
2;1875.png;Training;1
2;1876.png;Training;3
2;1877.png;Training;2
0;1879.png;Training;2
2;1880.png;Training;0
1;1881.png;Training;3
0;1883.png;Training;0
2;1884.png;Training;0
1;1885.png;Training;0
1;1886.png;Training;0
1;1887.png;Training;1
1;1888.png;Training;3
2;1889.png;Training;1
0;1890.png;Training;3
2;1891.png;Training;0
0;1892.png;Training;3
1;1893.png;Training;3
0;1895.png;Training;3
2;1896.png;Training;3
0;1897.png;Training;2
1;1898.png;Training;4
2;1899.png;Training;2
1;1900.png;Training;1
2;1901.png;Training;1
2;1903.png;Training;3
1;1905.png;Training;4
2;1906.png;Training;1
2;1908.png;Training;2
2;1910.png;Training;3
0;1912.png;Training;4
1;1913.png;Training;3
1;1915.png;Training;1
0;1916.png;Training;4
2;1917.png;Training;3
2;1918.png;Training;3
1;1919.png;Training;4
1;1920.png;Training;1
2;1921.png;Training;1
1;1922.png;Training;3
2;1923.png;Training;4
2;1924.png;Training;4
1;1925.png;Training;3
2;1926.png;Training;0
2;1927.png;Training;0
1;1928.png;Training;2
2;1929.png;Training;4
2;1930.png;Training;3
2;1931.png;Training;4
1;1932.png;Training;2
2;1933.png;Training;3
1;1934.png;Training;4
2;1935.png;Training;2
1;1936.png;Training;3
2;1937.png;Training;3
1;1938.png;Training;3
2;1939.png;Training;1
2;1940.png;Training;1
2;1941.png;Training;2
1;1942.png;Training;4
2;1943.png;Training;0
2;1944.png;Training;4
2;1946.png;Training;0
2;1947.png;Training;1
0;1948.png;Training;3
1;1949.png;Training;4
0;1950.png;Training;1
2;1951.png;Training;3
1;1953.png;Training;0
1;1954.png;Training;4
1;1955.png;Training;2
2;1957.png;Training;1
0;1958.png;Training;1
2;1959.png;Training;0
0;1961.png;Training;0
1;1963.png;Training;3
0;1964.png;Training;3
0;1965.png;Training;4
2;1966.png;Training;2
2;1967.png;Training;2
1;1968.png;Training;0
1;1969.png;Training;0
1;1970.png;Training;1
2;1971.png;Training;1
0;1972.png;Training;0
2;1973.png;Training;1
1;1974.png;Training;3
2;1975.png;Training;2
0;1976.png;Training;0
1;1978.png;Training;4
0;1979.png;Training;2
1;1980.png;Training;2
2;1981.png;Training;4
1;1982.png;Training;0
2;1983.png;Training;2
2;1984.png;Training;2
2;1985.png;Training;1
2;1986.png;Training;2
0;1987.png;Training;2
0;1988.png;Training;1
0;1989.png;Training;2
2;1990.png;Training;1
2;1991.png;Training;0
1;1993.png;Training;0
2;1994.png;Training;4
2;1995.png;Training;2
2;1996.png;Training;0
2;1998.png;Training;0
0;2000.png;Training;3
1;2001.png;Training;1
2;2002.png;Training;3
2;2003.png;Training;4
2;2004.png;Training;0
2;2005.png;Training;1
2;2006.png;Training;3
2;2007.png;Training;2
2;2008.png;Training;0
0;2009.png;Training;4
0;2010.png;Training;0
2;2011.png;Training;0
1;2012.png;Training;1
2;2013.png;Training;0
0;2014.png;Training;4
1;2016.png;Training;4
2;2017.png;Training;3
0;2019.png;Training;1
2;2020.png;Training;2
2;2021.png;Training;1
1;2022.png;Training;4
2;2024.png;Training;3
1;2025.png;Training;0
2;2026.png;Training;0
1;2027.png;Training;2
2;2028.png;Training;0
2;2029.png;Training;4
1;2030.png;Training;2
2;2031.png;Training;2
2;2033.png;Training;0
2;2035.png;Training;1
1;2036.png;Training;0
0;2037.png;Training;0
2;2038.png;Training;0
2;2039.png;Training;3
1;2040.png;Training;3
2;2041.png;Training;4
2;2042.png;Training;0
0;2043.png;Training;3
0;2044.png;Training;1
1;2045.png;Training;1
2;2046.png;Training;0
2;2047.png;Training;3
2;2048.png;Training;3
1;2049.png;Training;1
2;2050.png;Training;0
2;2051.png;Training;0
0;2052.png;Training;4
0;2053.png;Training;4
2;2054.png;Training;2
2;2055.png;Training;1
2;2056.png;Training;0
2;2057.png;Training;1
1;2058.png;Training;1
2;2061.png;Training;1
0;2062.png;Training;4
1;2063.png;Training;4
1;2064.png;Training;4
1;2065.png;Training;1
2;2066.png;Training;0
2;2067.png;Training;1
0;2068.png;Training;1
1;2069.png;Training;4
2;2070.png;Training;2
1;2071.png;Training;1
1;2073.png;Training;3
2;2074.png;Training;4
2;2075.png;Training;2
1;2076.png;Training;0
2;2077.png;Training;4
0;2078.png;Training;4
2;2079.png;Training;3
2;2080.png;Training;0
2;2081.png;Training;4
2;2082.png;Training;0
1;2083.png;Training;4
2;2084.png;Training;3
2;2085.png;Training;4
0;2086.png;Training;3
2;2087.png;Training;1
1;2088.png;Training;2
2;2091.png;Training;4
0;2092.png;Training;2
2;2093.png;Training;1
0;2094.png;Training;0
2;2095.png;Training;0
1;2096.png;Training;2
2;2097.png;Training;0
2;2098.png;Training;2
2;2099.png;Training;3
2;2100.png;Training;1
2;2101.png;Training;2
0;2102.png;Training;1
2;2103.png;Training;0
0;2104.png;Training;2
2;2105.png;Training;2
2;2106.png;Training;3
0;2107.png;Training;4
2;2108.png;Training;4
0;2109.png;Training;1
1;2110.png;Training;2
2;2111.png;Training;3
2;2112.png;Training;2
1;2113.png;Training;4
1;2115.png;Training;4
1;2116.png;Training;4
2;2117.png;Training;3
2;2118.png;Training;1
1;2120.png;Training;3
2;2121.png;Training;4
1;2122.png;Training;0
1;2123.png;Training;3
2;2124.png;Training;2
1;2125.png;Training;3
2;2126.png;Training;2
0;2127.png;Training;1
2;2128.png;Training;1
2;2129.png;Training;3
2;2131.png;Training;4
2;2132.png;Training;2
0;2133.png;Training;4
2;2134.png;Training;3
1;2135.png;Training;1
1;2136.png;Training;0
1;2137.png;Training;4
2;2138.png;Training;3
2;2139.png;Training;3
1;2141.png;Training;0
2;2142.png;Training;4
2;2143.png;Training;2
2;2144.png;Training;4
0;2145.png;Training;2
2;2147.png;Training;2
2;2148.png;Training;4
0;2149.png;Training;1
2;2150.png;Training;0
2;2151.png;Training;3
1;2152.png;Training;1
2;2153.png;Training;4
2;2154.png;Training;3
0;2155.png;Training;2
0;2156.png;Training;0
2;2157.png;Training;2
0;2158.png;Training;3
1;2159.png;Training;0
2;2160.png;Training;1
2;2161.png;Training;4
2;2162.png;Training;0
2;2163.png;Training;3
2;2165.png;Training;1
2;2166.png;Training;2
1;2167.png;Training;2
0;2169.png;Training;2
1;2170.png;Training;2
0;2171.png;Training;3
0;2172.png;Training;0
2;2174.png;Training;4
2;2175.png;Training;4
2;2176.png;Training;1
2;2177.png;Training;4
2;2178.png;Training;0
2;2179.png;Training;3
2;2180.png;Training;3
2;2181.png;Training;0
1;2182.png;Training;4
0;2183.png;Training;4
1;2184.png;Training;2
2;2185.png;Training;2
1;2186.png;Training;4
2;2187.png;Training;4
2;2189.png;Training;0
1;2190.png;Training;3
2;2191.png;Training;4
1;2192.png;Training;0
2;2193.png;Training;2
2;2194.png;Training;3
2;2196.png;Training;1
2;2197.png;Training;0
0;2198.png;Training;3
1;2199.png;Training;0
2;2201.png;Training;0
1;2202.png;Training;3
1;2203.png;Training;3
1;2204.png;Training;3
2;2205.png;Training;4
1;2206.png;Training;2
0;2207.png;Training;0
2;2208.png;Training;0
0;2209.png;Training;2
1;2210.png;Training;0
1;2211.png;Training;4
0;2212.png;Training;2
1;2213.png;Training;0
0;2214.png;Training;2
2;2215.png;Training;2
0;2216.png;Training;4
2;2217.png;Training;4
1;2218.png;Training;2
1;2219.png;Training;4
2;2220.png;Training;4
2;2221.png;Training;4
1;2222.png;Training;3
0;2223.png;Training;4
1;2224.png;Training;2
2;2225.png;Training;1
2;2226.png;Training;4
0;2227.png;Training;3
2;2229.png;Training;0
2;2230.png;Training;1
1;2231.png;Training;3
2;2232.png;Training;3
2;2233.png;Training;1
2;2235.png;Training;2
0;2236.png;Training;2
2;2237.png;Training;2
2;2238.png;Training;4
2;2239.png;Training;0
1;2240.png;Training;0
0;2241.png;Training;2
2;2242.png;Training;4
0;2243.png;Training;1
2;2244.png;Training;2
2;2246.png;Training;2
2;2247.png;Training;3
2;2248.png;Training;0
2;2249.png;Training;3
2;2250.png;Training;2
2;2251.png;Training;2
2;2252.png;Training;3
1;2253.png;Training;3
0;2254.png;Training;2
2;2255.png;Training;4
2;2256.png;Training;4
1;2257.png;Training;2
0;2258.png;Training;4
2;2260.png;Training;1
2;2261.png;Training;4
2;2262.png;Training;1
0;2263.png;Training;0
2;2264.png;Training;1
2;2265.png;Training;2
1;2267.png;Training;3
2;2268.png;Training;3
2;2269.png;Training;0
2;2270.png;Training;4
0;2271.png;Training;3
1;2272.png;Training;3
0;2273.png;Training;1
0;2274.png;Training;4
2;2275.png;Training;1
0;2276.png;Training;1
2;2278.png;Training;4
0;2279.png;Training;4
2;2280.png;Training;2
0;2281.png;Training;2
1;2282.png;Training;0
1;2284.png;Training;4
1;2285.png;Training;1
1;2286.png;Training;0
1;2287.png;Training;0
2;2288.png;Training;2
2;2289.png;Training;3
2;2290.png;Training;0
2;2292.png;Training;1
1;2293.png;Training;2
0;2294.png;Training;1
0;2295.png;Training;4
1;2296.png;Training;2
2;2297.png;Training;3
2;2298.png;Training;2
0;2299.png;Training;0
2;2300.png;Training;0
2;2301.png;Training;4
2;2302.png;Training;3
0;2303.png;Training;3
0;2304.png;Training;1
1;2305.png;Training;1
1;2306.png;Training;4
1;2307.png;Training;3
1;2308.png;Training;1
2;2309.png;Training;2
1;2310.png;Training;2
1;2311.png;Training;4
2;2312.png;Training;0
2;2313.png;Training;3
2;2314.png;Training;0
2;2315.png;Training;1
1;2316.png;Training;4
2;2317.png;Training;4
0;2318.png;Training;4
2;2319.png;Training;1
2;2320.png;Training;1
2;2321.png;Training;1
0;2322.png;Training;1
1;2323.png;Training;3
1;2324.png;Training;0
2;2325.png;Training;4
1;2326.png;Training;1
1;2327.png;Training;3
1;2328.png;Training;2
0;2329.png;Training;2
2;2330.png;Training;2
0;2331.png;Training;0
2;2332.png;Training;2
0;2334.png;Training;0
1;2335.png;Training;1
2;2337.png;Training;3
1;2338.png;Training;4
2;2339.png;Training;3
2;2340.png;Training;1
1;2341.png;Training;2
2;2342.png;Training;1
2;2345.png;Training;4
1;2346.png;Training;4
2;2347.png;Training;2
0;2348.png;Training;2
2;2349.png;Training;4
