emotion;path;in_set
2;1498.png;Training
3;1499.png;Training
6;1500.png;Training
6;1501.png;Training
3;1502.png;Training
6;1503.png;Training
3;1504.png;Training
2;1505.png;Training
2;1506.png;Training
3;1507.png;Training
0;1508.png;Training
2;1509.png;Training
4;1510.png;Training
4;1511.png;Training
3;1512.png;Training
0;1513.png;Training
5;1514.png;Training
5;1515.png;Training
3;1516.png;Training
3;1517.png;Training
5;1518.png;Training
6;1519.png;Training
0;1520.png;Training
4;1521.png;Training
0;1522.png;Training
3;1523.png;Training
3;1524.png;Training
3;1525.png;Training
4;1526.png;Training
3;1527.png;Training
5;1528.png;Training
2;1529.png;Training
2;1530.png;Training
4;1531.png;Training
4;1532.png;Training
0;1533.png;Training
2;1534.png;Training
5;1535.png;Training
4;1536.png;Training
3;1537.png;Training
3;1538.png;Training
3;1539.png;Training
3;1540.png;Training
3;1541.png;Training
1;1542.png;Training
3;1543.png;Training
2;1544.png;Training
3;1545.png;Training
6;1546.png;Training
3;1547.png;Training
3;1548.png;Training
4;1549.png;Training
3;1550.png;Training
2;1551.png;Training
5;1552.png;Training
6;1553.png;Training
2;1554.png;Training
0;1555.png;Training
0;1556.png;Training
4;1557.png;Training
0;1558.png;Training
4;1559.png;Training
4;1560.png;Training
4;1561.png;Training
4;1562.png;Training
4;1563.png;Training
0;1564.png;Training
6;1565.png;Training
4;1566.png;Training
2;1567.png;Training
3;1568.png;Training
6;1569.png;Training
3;1570.png;Training
6;1571.png;Training
6;1572.png;Training
4;1573.png;Training
5;1574.png;Training
0;1575.png;Training
2;1576.png;Training
2;1577.png;Training
6;1578.png;Training
3;1579.png;Training
4;1580.png;Training
3;1581.png;Training
0;1582.png;Training
5;1583.png;Training
0;1584.png;Training
3;1585.png;Training
0;1586.png;Training
0;1587.png;Training
0;1588.png;Training
2;1589.png;Training
6;1590.png;Training
3;1591.png;Training
4;1592.png;Training
0;1593.png;Training
2;1594.png;Training
0;1595.png;Training
6;1596.png;Training
0;1597.png;Training
4;1598.png;Training
2;1599.png;Training
3;1600.png;Training
2;1601.png;Training
4;1602.png;Training
3;1603.png;Training
4;1604.png;Training
2;1605.png;Training
2;1606.png;Training
6;1607.png;Training
2;1608.png;Training
4;1609.png;Training
0;1610.png;Training
6;1611.png;Training
4;1612.png;Training
3;1613.png;Training
2;1614.png;Training
5;1615.png;Training
3;1616.png;Training
5;1617.png;Training
6;1618.png;Training
1;1619.png;Training
4;1620.png;Training
4;1621.png;Training
3;1622.png;Training
3;1623.png;Training
2;1624.png;Training
3;1625.png;Training
4;1626.png;Training
3;1627.png;Training
3;1628.png;Training
6;1629.png;Training
3;1630.png;Training
0;1631.png;Training
2;1632.png;Training
4;1633.png;Training
2;1634.png;Training
4;1635.png;Training
6;1636.png;Training
6;1637.png;Training
6;1638.png;Training
0;1639.png;Training
3;1640.png;Training
0;1641.png;Training
3;1642.png;Training
3;1643.png;Training
3;1644.png;Training
4;1645.png;Training
4;1646.png;Training
0;1647.png;Training
4;1648.png;Training
6;1649.png;Training
5;1650.png;Training
0;1651.png;Training
6;1652.png;Training
5;1653.png;Training
2;1654.png;Training
3;1655.png;Training
6;1656.png;Training
2;1657.png;Training
6;1658.png;Training
6;1659.png;Training
2;1660.png;Training
1;1661.png;Training
3;1662.png;Training
6;1663.png;Training
3;1664.png;Training
5;1665.png;Training
5;1666.png;Training
2;1667.png;Training
0;1668.png;Training
6;1669.png;Training
3;1670.png;Training
6;1671.png;Training
0;1672.png;Training
3;1673.png;Training
0;1674.png;Training
6;1675.png;Training
3;1676.png;Training
3;1677.png;Training
4;1678.png;Training
3;1679.png;Training
3;1680.png;Training
5;1681.png;Training
3;1682.png;Training
6;1683.png;Training
3;1684.png;Training
6;1685.png;Training
4;1686.png;Training
3;1687.png;Training
6;1688.png;Training
3;1689.png;Training
3;1690.png;Training
6;1691.png;Training
6;1692.png;Training
4;1693.png;Training
0;1694.png;Training
6;1695.png;Training
3;1696.png;Training
3;1697.png;Training
3;1698.png;Training
3;1699.png;Training
6;1700.png;Training
5;1701.png;Training
6;1702.png;Training
2;1703.png;Training
3;1704.png;Training
4;1705.png;Training
4;1706.png;Training
3;1707.png;Training
3;1708.png;Training
6;1709.png;Training
5;1710.png;Training
0;1711.png;Training
4;1712.png;Training
4;1713.png;Training
6;1714.png;Training
4;1715.png;Training
6;1716.png;Training
0;1717.png;Training
4;1718.png;Training
5;1719.png;Training
2;1720.png;Training
2;1721.png;Training
2;1722.png;Training
6;1723.png;Training
4;1724.png;Training
5;1725.png;Training
0;1726.png;Training
2;1727.png;Training
2;1728.png;Training
4;1729.png;Training
2;1730.png;Training
0;1731.png;Training
3;1732.png;Training
6;1733.png;Training
0;1734.png;Training
5;1735.png;Training
0;1736.png;Training
6;1737.png;Training
6;1738.png;Training
3;1739.png;Training
3;1740.png;Training
2;1741.png;Training
4;1742.png;Training
2;1743.png;Training
6;1744.png;Training
6;1745.png;Training
3;1746.png;Training
4;1747.png;Training
5;1748.png;Training
3;1749.png;Training
5;1750.png;Training
4;1751.png;Training
2;1752.png;Training
6;1753.png;Training
6;1754.png;Training
3;1755.png;Training
2;1756.png;Training
5;1757.png;Training
4;1758.png;Training
6;1759.png;Training
3;1760.png;Training
2;1761.png;Training
3;1762.png;Training
3;1763.png;Training
5;1764.png;Training
3;1765.png;Training
0;1766.png;Training
5;1767.png;Training
3;1768.png;Training
4;1769.png;Training
3;1770.png;Training
2;1771.png;Training
4;1772.png;Training
3;1773.png;Training
6;1774.png;Training
3;1775.png;Training
0;1776.png;Training
1;1777.png;Training
4;1778.png;Training
6;1779.png;Training
2;1780.png;Training
3;1781.png;Training
3;1782.png;Training
6;1783.png;Training
6;1784.png;Training
6;1785.png;Training
3;1786.png;Training
3;1787.png;Training
4;1788.png;Training
3;1789.png;Training
0;1790.png;Training
2;1791.png;Training
5;1792.png;Training
3;1793.png;Training
0;1794.png;Training
2;1795.png;Training
2;1796.png;Training
5;1797.png;Training
2;1798.png;Training
2;1799.png;Training
5;1800.png;Training
3;1801.png;Training
0;1802.png;Training
2;1803.png;Training
3;1804.png;Training
3;1805.png;Training
0;1806.png;Training
5;1807.png;Training
3;1808.png;Training
3;1809.png;Training
0;1810.png;Training
4;1811.png;Training
4;1812.png;Training
3;1813.png;Training
2;1814.png;Training
3;1815.png;Training
3;1816.png;Training
6;1817.png;Training
3;1818.png;Training
6;1819.png;Training
2;1820.png;Training
3;1821.png;Training
5;1822.png;Training
5;1823.png;Training
5;1824.png;Training
0;1825.png;Training
3;1826.png;Training
2;1827.png;Training
3;1828.png;Training
2;1829.png;Training
6;1830.png;Training
6;1831.png;Training
3;1832.png;Training
3;1833.png;Training
4;1834.png;Training
6;1835.png;Training
5;1836.png;Training
2;1837.png;Training
2;1838.png;Training
4;1839.png;Training
6;1840.png;Training
0;1841.png;Training
3;1842.png;Training
1;1843.png;Training
4;1844.png;Training
3;1845.png;Training
4;1846.png;Training
0;1847.png;Training
3;1848.png;Training
0;1849.png;Training
3;1850.png;Training
4;1851.png;Training
4;1852.png;Training
3;1853.png;Training
4;1854.png;Training
5;1855.png;Training
0;1856.png;Training
2;1857.png;Training
6;1858.png;Training
5;1859.png;Training
3;1860.png;Training
3;1861.png;Training
6;1862.png;Training
0;1863.png;Training
5;1864.png;Training
4;1865.png;Training
3;1866.png;Training
6;1867.png;Training
2;1868.png;Training
3;1869.png;Training
3;1870.png;Training
6;1871.png;Training
5;1872.png;Training
2;1873.png;Training
6;1874.png;Training
4;1875.png;Training
2;1876.png;Training
4;1877.png;Training
5;1878.png;Training
6;1879.png;Training
0;1880.png;Training
3;1881.png;Training
5;1882.png;Training
6;1883.png;Training
2;1884.png;Training
3;1885.png;Training
3;1886.png;Training
3;1887.png;Training
3;1888.png;Training
2;1889.png;Training
6;1890.png;Training
4;1891.png;Training
6;1892.png;Training
3;1893.png;Training
5;1894.png;Training
6;1895.png;Training
4;1896.png;Training
6;1897.png;Training
3;1898.png;Training
0;1899.png;Training
3;1900.png;Training
4;1901.png;Training
5;1902.png;Training
0;1903.png;Training
5;1904.png;Training
3;1905.png;Training
4;1906.png;Training
5;1907.png;Training
0;1908.png;Training
5;1909.png;Training
0;1910.png;Training
5;1911.png;Training
6;1912.png;Training
3;1913.png;Training
5;1914.png;Training
3;1915.png;Training
6;1916.png;Training
2;1917.png;Training
2;1918.png;Training
3;1919.png;Training
3;1920.png;Training
4;1921.png;Training
3;1922.png;Training
4;1923.png;Training
0;1924.png;Training
3;1925.png;Training
4;1926.png;Training
0;1927.png;Training
3;1928.png;Training
2;1929.png;Training
2;1930.png;Training
4;1931.png;Training
3;1932.png;Training
0;1933.png;Training
3;1934.png;Training
4;1935.png;Training
3;1936.png;Training
4;1937.png;Training
3;1938.png;Training
2;1939.png;Training
0;1940.png;Training
2;1941.png;Training
3;1942.png;Training
4;1943.png;Training
0;1944.png;Training
5;1945.png;Training
4;1946.png;Training
4;1947.png;Training
6;1948.png;Training
3;1949.png;Training
6;1950.png;Training
4;1951.png;Training
5;1952.png;Training
3;1953.png;Training
3;1954.png;Training
3;1955.png;Training
5;1956.png;Training
0;1957.png;Training
6;1958.png;Training
4;1959.png;Training
5;1960.png;Training
6;1961.png;Training
5;1962.png;Training
3;1963.png;Training
6;1964.png;Training
6;1965.png;Training
0;1966.png;Training
2;1967.png;Training
3;1968.png;Training
3;1969.png;Training
3;1970.png;Training
0;1971.png;Training
6;1972.png;Training
4;1973.png;Training
3;1974.png;Training
1;1975.png;Training
6;1976.png;Training
5;1977.png;Training
3;1978.png;Training
6;1979.png;Training
3;1980.png;Training
4;1981.png;Training
3;1982.png;Training
0;1983.png;Training
4;1984.png;Training
4;1985.png;Training
2;1986.png;Training
6;1987.png;Training
6;1988.png;Training
6;1989.png;Training
2;1990.png;Training
4;1991.png;Training
5;1992.png;Training
3;1993.png;Training
0;1994.png;Training
0;1995.png;Training
2;1996.png;Training
5;1997.png;Training
0;1998.png;Training
5;1999.png;Training
6;2000.png;Training
3;2001.png;Training
2;2002.png;Training
4;2003.png;Training
2;2004.png;Training
1;2005.png;Training
0;2006.png;Training
4;2007.png;Training
4;2008.png;Training
6;2009.png;Training
6;2010.png;Training
2;2011.png;Training
3;2012.png;Training
4;2013.png;Training
6;2014.png;Training
5;2015.png;Training
3;2016.png;Training
4;2017.png;Training
5;2018.png;Training
6;2019.png;Training
0;2020.png;Training
0;2021.png;Training
3;2022.png;Training
5;2023.png;Training
0;2024.png;Training
3;2025.png;Training
4;2026.png;Training
3;2027.png;Training
4;2028.png;Training
4;2029.png;Training
3;2030.png;Training
0;2031.png;Training
5;2032.png;Training
2;2033.png;Training
5;2034.png;Training
4;2035.png;Training
3;2036.png;Training
6;2037.png;Training
0;2038.png;Training
4;2039.png;Training
3;2040.png;Training
2;2041.png;Training
2;2042.png;Training
6;2043.png;Training
6;2044.png;Training
3;2045.png;Training
4;2046.png;Training
2;2047.png;Training
4;2048.png;Training
3;2049.png;Training
0;2050.png;Training
2;2051.png;Training
6;2052.png;Training
6;2053.png;Training
0;2054.png;Training
0;2055.png;Training
0;2056.png;Training
2;2057.png;Training
3;2058.png;Training
5;2059.png;Training
5;2060.png;Training
2;2061.png;Training
6;2062.png;Training
3;2063.png;Training
3;2064.png;Training
3;2065.png;Training
0;2066.png;Training
0;2067.png;Training
6;2068.png;Training
3;2069.png;Training
0;2070.png;Training
3;2071.png;Training
5;2072.png;Training
3;2073.png;Training
2;2074.png;Training
4;2075.png;Training
3;2076.png;Training
4;2077.png;Training
6;2078.png;Training
0;2079.png;Training
4;2080.png;Training
0;2081.png;Training
2;2082.png;Training
3;2083.png;Training
4;2084.png;Training
2;2085.png;Training
6;2086.png;Training
4;2087.png;Training
3;2088.png;Training
5;2089.png;Training
5;2090.png;Training
4;2091.png;Training
6;2092.png;Training
2;2093.png;Training
6;2094.png;Training
0;2095.png;Training
3;2096.png;Training
2;2097.png;Training
2;2098.png;Training
2;2099.png;Training
0;2100.png;Training
4;2101.png;Training
6;2102.png;Training
0;2103.png;Training
6;2104.png;Training
4;2105.png;Training
4;2106.png;Training
6;2107.png;Training
0;2108.png;Training
6;2109.png;Training
3;2110.png;Training
0;2111.png;Training
2;2112.png;Training
3;2113.png;Training
5;2114.png;Training
3;2115.png;Training
3;2116.png;Training
0;2117.png;Training
2;2118.png;Training
5;2119.png;Training
3;2120.png;Training
2;2121.png;Training
3;2122.png;Training
3;2123.png;Training
4;2124.png;Training
3;2125.png;Training
0;2126.png;Training
6;2127.png;Training
0;2128.png;Training
2;2129.png;Training
5;2130.png;Training
0;2131.png;Training
2;2132.png;Training
6;2133.png;Training
2;2134.png;Training
3;2135.png;Training
3;2136.png;Training
3;2137.png;Training
4;2138.png;Training
4;2139.png;Training
5;2140.png;Training
3;2141.png;Training
0;2142.png;Training
4;2143.png;Training
0;2144.png;Training
6;2145.png;Training
5;2146.png;Training
2;2147.png;Training
0;2148.png;Training
6;2149.png;Training
0;2150.png;Training
1;2151.png;Training
3;2152.png;Training
2;2153.png;Training
2;2154.png;Training
6;2155.png;Training
6;2156.png;Training
4;2157.png;Training
6;2158.png;Training
3;2159.png;Training
0;2160.png;Training
2;2161.png;Training
2;2162.png;Training
1;2163.png;Training
5;2164.png;Training
0;2165.png;Training
4;2166.png;Training
3;2167.png;Training
5;2168.png;Training
6;2169.png;Training
3;2170.png;Training
6;2171.png;Training
6;2172.png;Training
5;2173.png;Training
4;2174.png;Training
4;2175.png;Training
4;2176.png;Training
2;2177.png;Training
2;2178.png;Training
0;2179.png;Training
2;2180.png;Training
0;2181.png;Training
3;2182.png;Training
6;2183.png;Training
3;2184.png;Training
0;2185.png;Training
3;2186.png;Training
4;2187.png;Training
5;2188.png;Training
2;2189.png;Training
3;2190.png;Training
0;2191.png;Training
3;2192.png;Training
0;2193.png;Training
0;2194.png;Training
5;2195.png;Training
2;2196.png;Training
4;2197.png;Training
6;2198.png;Training
3;2199.png;Training
5;2200.png;Training
0;2201.png;Training
3;2202.png;Training
3;2203.png;Training
3;2204.png;Training
2;2205.png;Training
3;2206.png;Training
6;2207.png;Training
4;2208.png;Training
6;2209.png;Training
3;2210.png;Training
3;2211.png;Training
6;2212.png;Training
3;2213.png;Training
6;2214.png;Training
4;2215.png;Training
6;2216.png;Training
2;2217.png;Training
3;2218.png;Training
3;2219.png;Training
0;2220.png;Training
4;2221.png;Training
3;2222.png;Training
6;2223.png;Training
3;2224.png;Training
0;2225.png;Training
2;2226.png;Training
6;2227.png;Training
5;2228.png;Training
0;2229.png;Training
4;2230.png;Training
3;2231.png;Training
2;2232.png;Training
2;2233.png;Training
5;2234.png;Training
4;2235.png;Training
6;2236.png;Training
4;2237.png;Training
4;2238.png;Training
4;2239.png;Training
3;2240.png;Training
6;2241.png;Training
0;2242.png;Training
6;2243.png;Training
2;2244.png;Training
5;2245.png;Training
0;2246.png;Training
0;2247.png;Training
4;2248.png;Training
4;2249.png;Training
2;2250.png;Training
2;2251.png;Training
2;2252.png;Training
3;2253.png;Training
6;2254.png;Training
4;2255.png;Training
4;2256.png;Training
3;2257.png;Training
6;2258.png;Training
5;2259.png;Training
0;2260.png;Training
4;2261.png;Training
4;2262.png;Training
6;2263.png;Training
0;2264.png;Training
0;2265.png;Training
5;2266.png;Training
3;2267.png;Training
0;2268.png;Training
2;2269.png;Training
2;2270.png;Training
6;2271.png;Training
3;2272.png;Training
6;2273.png;Training
6;2274.png;Training
1;2275.png;Training
6;2276.png;Training
5;2277.png;Training
4;2278.png;Training
6;2279.png;Training
2;2280.png;Training
6;2281.png;Training
3;2282.png;Training
5;2283.png;Training
3;2284.png;Training
3;2285.png;Training
3;2286.png;Training
3;2287.png;Training
0;2288.png;Training
0;2289.png;Training
0;2290.png;Training
5;2291.png;Training
2;2292.png;Training
3;2293.png;Training
6;2294.png;Training
6;2295.png;Training
3;2296.png;Training
2;2297.png;Training
2;2298.png;Training
6;2299.png;Training
2;2300.png;Training
0;2301.png;Training
0;2302.png;Training
6;2303.png;Training
6;2304.png;Training
